Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
ıııııııııııı ııııııııı ıııııı ııııııııı ıııııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ııııııııı,ııııııııı ıııııı ııııııııı ıııııı ıııııııııııııııııı ıııııııııııı,Pulses,Weather,Punjabi,Manipur,Monsoon,Medium,Neutral,Human,Neem Oil,3135,No,9,ask_advice,08/07/2024 20:39
ıııııııııııı ıııııııııııı ıııııı ııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı.,ııııııııııııııııııııı ıııııııııııı ıııııııııııııııııııııııı,Wheat,Nutrient,Tulu,Uttarakhand,Monsoon,Medium,Worried,Private,Irrigation Pump,982,Yes,6,ask_advice,04/01/2025 16:21
ıııııııııııı ııııııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııııııııı ıııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııı.,Onion,Weather,Tamil,Gujarat,Winter,Low,Worried,AI,Pesticide,567,No,26,ask_advice,10/11/2024 09:39
ıııııııııııııııııı ıııııııııııı ııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııı ıııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Rice,Weather,Rajasthani,Uttar Pradesh,Summer,Low,Hopeful,NGO,None,0,Yes,9,ask_advice,08/01/2025 09:15
ıııııııııııııııııı ııııııııııııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııııııııı ııııııııı ıııııı ııııııııııııııı ıııııııııııı,Onion,Equipment,Rajasthani,Andhra Pradesh,Summer,Medium,Neutral,Private,Irrigation Pump,3172,Yes,9,ask_advice,03/11/2024 01:16
ıııııııııııııııııı ııııııııııııııı ııııııııı ııııııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııı ıııııı ııııııııııııııııııııı ııııııııı ıııııı ıııııııııııı ıııııı ıııııııııııııııııı,Onion,Pest,Rajasthani,Andhra Pradesh,Winter,Low,Angry,AI,None,0,Yes,7,ask_advice,30/01/2025 01:12
ııııııııı ıııııı ııııııııı ıııııııııııı ıııııı ııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ııııııııııııııı ııııııııı ıııııı ııııııııııııııııııııı ııııııııııııııı,Tea,Water,Bhojpuri,Jharkhand,Monsoon,Medium,Neutral,NGO,Drip Kit,3741,Yes,12,ask_advice,19/03/2024 16:43
ıııııııııııı ııııııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııı ıııııııııııı,ııııııııı ıııııı ııııııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Tea,Equipment,Haryanvi,Rajasthan,Summer,High,Worried,Govt_Expert,Neem Oil,4296,Yes,9,ask_advice,27/05/2024 18:47
ıııııııııııı ıııııııııııı ıııııı ııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııııııııı,ıııııııııııı ııııııııı ııııııııııııııııııııı ıııııı ııııııııı ıııııııııııı ııııııııııııııı ıııııııııııııııııııııııı,Banana,Nutrient,Santhali,Manipur,Monsoon,High,Frustrated,AI,Irrigation Pump,1288,Yes,6,ask_advice,12/03/2025 14:39
ııııııııııııııı ıııııı ııııııııı ııııııııı ıııııı ııııııııı ıııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ııııııııııııııı ııııııııı ıııııı ııııııııııııııı ıııııııııııı,Spices,Disease,Haryanvi,Uttarakhand,Kharif,Low,Frustrated,Govt_Expert,Drip Kit,2749,No,11,ask_advice,03/12/2024 08:22
ıııııııııııı ııııııııııııııı ııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ıııııııııııııııııııııııı ııııııııı,ıııııııııııııııııııııııı ıııııııııııııııııı,Millets,Weather,Punjabi,Kerala,Zaid,Low,Angry,Govt_Expert,Fungicide,997,No,10,ask_advice,11/05/2024 22:58
ııııııııııııııı ıııııı ııııııııı ıııııııııııı ıııııııııııı ıııııı ıııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ıııııııııııı ııııııııı,ıııııııııııı ıııııı ııııııııııııııııııııı ııııııııı ıııııı ııııııııııııııııııııııııııı ıııııııııııııııııı,Sugarcane,Nutrient,Rajasthani,Rajasthan,Kharif,High,Neutral,NGO,Fungicide,2558,Yes,13,ask_advice,29/03/2025 13:23
ıııııııı ıııı ıııııı ıııııı ıııı ıııııııııııııı ıııı ıııııı ıııı ıııııııı ıııı ıııııı ıııııı,ıııııı ıııı ıııııııı ıııııı ıııı ıııııı ıııııııııııııııı ıııı ıııııııı,Coffee,Equipment,Kashmiri,Kerala,Kharif,High,Frustrated,Private,Drip Kit,3252,Yes,13,ask_advice,17/01/2025 21:57
ıııııııııııı ıııııı ıııııı ıııııııııııı ııııııııııııııı ıııııııııııııııııı.,ııııııııııııııııııııı ıııııııııııı ıııııııııııııııııııııııı,Tea,Water,Tulu,West Bengal,Monsoon,Low,Worried,Human,Irrigation Pump,3707,No,6,ask_advice,21/07/2024 01:36
ıııııııııııııııııııııııııııııı ııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııı ıııııııııııııııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı.,Millets,Nutrient,Telugu,Tamil Nadu,Zaid,High,Hopeful,Human,Fertilizer,1970,No,22,ask_advice,04/04/2024 21:29
ıııııııııııı ııııııııııııııııııııı ııııııııı ııııııııııııııııııııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı.,ıııııııııııııııııııııııııııııı ııııııııııııııı ııııııııııııııııııııııııııııııııı.,Brinjal,Nutrient,Tamil,Tamil Nadu,Monsoon,High,Angry,AI,Irrigation Pump,4431,No,22,ask_advice,09/07/2024 12:00
ııııııııı ııııııııı ııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ııııııııı ııııııııı ıııııııııııııııııı ııııııııııııııı ııııııııııııııııııııı ıııııııııııı,Potato,Nutrient,Assamese,Telangana,Zaid,Medium,Hopeful,NGO,Irrigation Pump,386,Yes,6,ask_advice,17/03/2024 00:16
ıııııııııııı ıııııııııııı ıııııı ııııııııı ıııııııııııııııııııııııııııııııııııııııııııııııııııııı.,ıııııııııııııııııııııııı ııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııı ıııııııııııı.,Ragi,Disease,Kannada,Mizoram,Zaid,Medium,Frustrated,Govt_Expert,None,0,No,18,ask_advice,29/03/2025 10:16
ııııııııı ıııııııııııı ıııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııııııııı,ııııııııı ııııııııııııııı ııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı,Rice,Pest,Santhali,Uttar Pradesh,Kharif,High,Angry,Govt_Expert,Drip Kit,424,No,6,ask_advice,24/11/2024 16:48
ıııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııııııııı ıııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııı.,Tomato,Nutrient,Tamil,Chhattisgarh,Zaid,Low,Angry,Human,Drip Kit,1886,No,28,ask_advice,11/03/2024 09:13
ıııııııııııı ıııııııııııı ıııııı ııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııııııııııııııı.,ııııııııııııııııııııı ıııııııııııı ıııııııııııı.,Millets,Nutrient,Kannada,Assam,Zaid,Low,Angry,Private,Irrigation Pump,3475,No,24,ask_advice,01/01/2025 00:25
